0.244066595	0.532084634	0.695041474	0.604505663
0.681185856	0.601041235	0.330034357	0.927403781
0.961527186	0.921303352	0.251501457	0.683540151
0.181739833	0.048950565	0.1364552	0.448306424
0.753140405	0.059522976	0.781262683	0.322069958
0.891242292	0.861266884	0.444892143	0.45239073
0.612036141	0.271163614	0.148791303	0.081201949
0.583143821	10.8112051	10.53893868	0.524644495
0.361443424	10.41597825	10.30950031	0.22294385
0.045272912	10.29102999	10.7963266	0.740646438
0.009874716	10.40912696	10.03141093	0.138721258
0.163761796	10.42824256	10.09934113	0.604346523
0.482273061	10.20071234	10.69324715	0.081158536
0.04368999	10.7413212	10.47105376	0.906506291
0.276096211	10.13677266	10.42692053	0.820616563
0.677920667	10.09650372	10.96393777	0.194993265
0.617884349	10.09469397	10.62413062	0.7552752
0.364684993	2.945085057	2.071782994	0.19106694
0.514648723	2.981258524	2.372493446	0.852183095
0.223727863	2.969444736	2.903983954	0.319186433
0.970276913	2.197259581	2.171110616	0.985495345
0.593358921	2.07326923	2.206165421	0.137671253
0.152395773	2.56726934	2.167524332	0.628795485
0.86138629	2.282920673	2.731228656	0.570337578
0.020478935	2.752891216	2.100263411	0.473754607
0.858731315	12.56723558	12.70499658	0.284228147
0.632832547	12.78888497	12.83015877	0.828890532
0.598517399	12.64835024	12.79007643	0.467810473
0.495169677	12.66088256	12.73186379	0.510250359
0.581593201	12.14686652	12.16954351	0.985395362
